,text,likes,retweets,city,sentiment_analysis,url
51,"@mueslimampfer90 @anne_sc13 @tagesschau If you believe everything, it's difficult to see reality.",0,0,Oberdorf (BL),-0.3612,
52,Who works from tomorrow at 10:00 a.m. until tomorrow at 4:30 a.m. He spins you in the highest degree. In that case it's me. But what should I do when things really go well 🤔 https://t.co/kJpCkF0LJJ,0,0,Risch,0.3353,https://t.co/kJpCkF0LJJ
53,@tagesschau The shopping center has been closed for a long time. you guys are really embarrassing,0,0,Oberdorf (BL),-0.4391,
54,https://t.co/KLjtWRVhtp,0,0,Marly,0.0,https://t.co/KLjtWRVhtp
55,"@EDA_DFAE Before you take that crap, do your research. The mall has been closed for a long time. There was nobody there. Shame on you, that's not Swiss style.",0,0,Oberdorf (BL),-0.6908,
56,GOD PMH BEWARE CHILD PORN https://t.co/2LU3GHnxZM,0,0,Winterthur,0.4278,https://t.co/2LU3GHnxZM
57,@pinupseniorgirl 4,0,0,Köniz,0.0,
58,GOTT PMH https://t.co/5fa4UHyiwQ,0,0,Winterthur,0.0,https://t.co/5fa4UHyiwQ
59,Since we tell you eh https://t.co/eW9cf7up1P,0,0,Geneva,0.0,https://t.co/eW9cf7up1P
60,GOTT PMH GUMMI https://t.co/sz9kyZqoNv,0,0,Winterthur,0.0,https://t.co/sz9kyZqoNv
61,LSZH 280150Z AUTO VRB01KT 9999 1600E SCT002 SCT005 BKN024 14/13 Q1022 TEMPO 2000 BCFG,0,0,Kloten,0.0,
62,🏆 https://t.co/yc2KFTN91e,0,0,Geneva,0.0,https://t.co/yc2KFTN91e
63,GOTT PMH LASER https://t.co/Fv2U8XqiyX,0,0,Winterthur,0.0,https://t.co/Fv2U8XqiyX
64,GOD PMH ALARM LEVEL RED https://t.co/ZgKD59XD31,0,0,Winterthur,-0.0772,https://t.co/ZgKD59XD31
65,@beachbumscali Exactly……this are Pennie’s,1,0,Zurich,0.0,
66,SEGA and Atlus games at Japan Expo 2022! - ConsoleFun https://t.co/OQUc0JkTNh SignUp HiPeople,1,0,Zurich,0.0,https://t.co/OQUc0JkTNh
67,Elden Ring – Israel Adesanya invites you to be “Sharper than their swords” in a new video - GeekNPlay https://t.co/rycjgjx690 SignUp HiPeople https://t.co/8IsrpBI8Av,0,0,Zurich,0.0,https://t.co/rycjgjx690
68,"In the middle of the Pacific, Nemo point, where spaceships crash to die - korii. https://t.co/KYsV8PnpPp SignUp HiPeople https://t.co/SZBnbSpk37",0,0,Zurich,-0.765,https://t.co/KYsV8PnpPp
69,GOD PMH YOU PIGS YOU https://t.co/kFTdn0g9ZM,0,0,Winterthur,0.4278,https://t.co/kFTdn0g9ZM
70,"@UberLeTaxi @iSght12 @Noxuz2 @SauceRouge I don't really see what kind of problem I could have, but you never know on the internet, thank you bg",0,0,Château-d'Oex,0.3079,
71,Peaceful night - hope I can sleep... 😴✨🛌 https://t.co/jCyAcZUlGf,1,0,Baar,0.7269,https://t.co/jCyAcZUlGf
72,YOU ARE NOT GOD,0,0,Winterthur,-0.2057,
73,@RageurRandom @cafezelda Yeah but the era plays a lot anyway 😂 for me it was the future level of graphics etc 😌,0,0,Château-d'Oex,0.4767,
74,"@marco_knubel ""If so, then yes"" I'm interested in ""the stupid blocked ones"" ... and with 5000 of these idiots, I'll leave Twitter ;-)((( https://t.co/aURVyNhvG4",0,0,Zug,-0.0056,https://t.co/aURVyNhvG4
75,I smell BBQ ……..something big is coming !!!!! #AMCNOTLEAVING    #KennyGriffinLie  #removegarygensler,4,0,Zurich,0.0,
76,@cute_milfs 🥰,0,0,Brittnau,0.0,
77,"Wedding Season in Turkey: Weddings or ""düğün"" - https://t.co/SUWoxWNvRd https://t.co/18rFk2ooLg SignUp HiPeople https://t.co/bfQX24SuaB",0,0,Habkern,0.0,https://t.co/SUWoxWNvRd
78,GOTT PMH PENIS https://t.co/HipV0fQt7I,0,0,Winterthur,0.0,https://t.co/HipV0fQt7I
79,"GOD PMH
RAMMSTEIN https://t.co/3elt9mii28",0,0,Winterthur,0.4278,https://t.co/3elt9mii28
80,@SoyAliciaFranco 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/62xceZYYPY,1,0,Zurich,0.0,https://t.co/62xceZYYPY
81,@SoyAliciaFranco 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/0YYwoB5rpt,0,0,Zurich,0.0,https://t.co/0YYwoB5rpt
82,@shuntingyard @realaydemir @Martin_Baeumle before ;-))),1,0,Zug,0.0,
83,"@BNNBreaking  
WELCOME❗",0,0,Baar,0.0,
84,GOTT PMH https://t.co/HLVSLB4IIy,0,0,Winterthur,0.0,https://t.co/HLVSLB4IIy
85,GOTT PMH https://t.co/nkGfRQuZk9,0,0,Winterthur,0.0,https://t.co/nkGfRQuZk9
86,LSZH 280050Z AUTO 25001KT 9999 0450N R14/P2000N R16/P2000N R28/P2000N R34/P2000N BCFG FEW003 13/13 Q1022 TEMPO 2000 BCFG,0,0,Kloten,0.0,
87,@SecondLudwig @HamishM15 That's right,0,0,Oberdorf (BL),0.0,
88,@_right_wrong And,0,0,Oberdorf (BL),0.0,
89,"@gloria_bulgaria Happy Birthday to the beautiful Gloria! I wish you health, a lot of happiness and a lot of love. And still make us happy with her beautiful songs! Happy holiday evening! la Casa Manelelor Lausanne https://t.co/JT0dH83Pqs",0,0,Sierre,0.9872,https://t.co/JT0dH83Pqs
90,My tour guide was really confused on why I kept asking press section questions… https://t.co/RKCo3MXrdV,4,0,United Nations Human Rights Council (UNHRC),-0.3804,https://t.co/RKCo3MXrdV
91,@ChrikAnur @welt He's right about that,0,0,Oberdorf (BL),0.0,
92,#LegalisationKOMMT Canton of Bern puts a stop to joints from the pharmacy https://t.co/CJPldQQXJj,0,0,Berne,-0.296,https://t.co/CJPldQQXJj
93,"@FrankiTheTank1 @dboppch And when do you tell your ""beloved drinking buddy Michi"" ;-)) 🤮",0,0,Zug,0.5106,
94,@TupinVladimir Bravo,0,0,Oberdorf (BL),0.0,
95,@CKrauthead Environmentalism,1,0,Oberdorf (BL),0.0,
96,"Katy Perry - Dark Horse (Official) ft. Juicy J https://t.co/dKMdvB87Nw via @YouTube 
GOTT PMH",0,0,Winterthur,0.0,https://t.co/dKMdvB87Nw
97,@TupinVladimir RIP the women,0,0,Oberdorf (BL),0.0,
98,"Black Vanilla & Salted Caramel
#icecream #blackvanilla #bern #switzerland #aareriver @ Bern, Switzerland https://t.co/PbxmMzLfBU",0,0,Berne,0.0,https://t.co/PbxmMzLfBU
99,@Gras4Gras https://t.co/FscqtHWK0j,0,0,Oberdorf (BL),0.0,https://t.co/FscqtHWK0j
100,Katy Perry - Hey Hey Hey (Official) https://t.co/THvwRbiwP0 via @YouTube GOTT PMH,0,0,Winterthur,0.0,https://t.co/THvwRbiwP0
101,@welt I hope he brings 1000 personal security,0,0,Oberdorf (BL),0.6486,
102,"Cruising down Lake Geneva… #boatcruise #lausanne #lakegeneva #views #travel #vacation #switzerland #europe @ Lausanne, Switzerland https://t.co/AqcoH9RBnV",0,0,Lausanne,0.0,https://t.co/AqcoH9RBnV
103,"8,261,360.69% @Moonturtlez https://t.co/vqcbjDCPFZ",2,0,Oberkulm,0.0,https://t.co/vqcbjDCPFZ
104,"Top 10 state in Nigeria 🇳🇬 with the highest rate of prostitution.
1. Lagos state.
2. Edo state.
3. Kaduna state.
4. Abuja state.
5. Ogun state.
6. Delta state.
7. Enugu state.
8. Imo state.
9. Akwa Ibom state.
10. Kano state.",0,0,Steffisburg,0.2023,
105,@Lena47111 @CTrott6 Can Latin and ancient Greek,2,0,Oberdorf (BL),0.0,
106,"@knoxens ""Der Freisinn"" @FDP_Liberalen can (also) go..... just like the shit @SVPch ;-))
🤮🤮",0,0,Zug,0.7579,
107,Don’t show this to the destroy lonely stans https://t.co/3xASWPP54l,0,0,Zurich,-0.7184,https://t.co/3xASWPP54l
108,@MrktMeditations 😅,0,0,Walchwil,0.0,
109,"Geneva,switzerland🇨🇭 https://t.co/a4f7PTNw9k",0,0,Hermès,0.0,https://t.co/a4f7PTNw9k
110,"I’m kind of a loose cannon 💥 😂 @ Geneva, Switzerland https://t.co/A8sRzOSnhi",0,0,Geneva,-0.3804,https://t.co/A8sRzOSnhi
111,#Palestrina #Preneste #AncientRome #SanctuaryOfFortunaPrimigenia https://t.co/pqSS6hDp58,1,0,Walchwil,0.0,https://t.co/pqSS6hDp58
112,@susan_sasukibo @JSBach06965360 Does she speak it too... in contrast to Scholz and Macron ;-(( !!,0,0,Zug,0.0,
113,@nebenbeidaneben Synthetic cannabinoids are not mentioned at all.,0,0,Berne,0.0,
114,"@lisa_andersons Please don’t follow me, you and your like disgust me!🤦🏻‍♂️",0,0,Fällanden,-0.1007,
115,"@GronazSSB If I hadn't got someone in my life

I wouldn't go out with you because you deserve so much better",0,0,Bussigny,0.4902,
116,@JilgAntje @vcbloemer Those who bring your politicians into the country,0,0,Oberdorf (BL),0.0,
117,@zielaAgency @JSBach06965360 She speaks excellent English - as well as French ... and German anyway !!,0,0,Zug,0.7494,
118,@JSBach06965360 @linseaAgency nonsense ;-(( !,0,0,Zug,-0.4574,
119,"Top 10 Poorest state in Nigeria 🇳🇬 2022, ( statistics)
1. Sokoto state.
2. Kastina state.
3. Adamawa state.
4. Gombe state.
5. Jigsaw state.
6. Plateau state.
7. Ebonyi state.
8. Bauchi state.
9. Kebbi state.
10. Zamfara state. https://t.co/1wRTDUU7j8",0,0,Steffisburg,-0.4019,https://t.co/1wRTDUU7j8
120,16036fdc00p16107,0,0,Magden,0.0,
121,"@marco_knubel Do you really have no other problems than constantly counting your ""followers"" ;-((

I've never really been interested in this...",1,0,Zug,-0.7679,
122,@iamdwal Pennies,1,0,Zurich,0.0,
123,"@Spiritt347__ @Akrepselll Dot, patience has also overflowed to a point, we will extinguish the cycle of those who turn our nerves!",1,0,Luterbach,-0.1759,
124,10) Kaduna - $10.38 Billion.,0,0,Steffisburg,0.0,
125,"Top 10 richest state in Nigeria 2022.
1) Lagos - $33.68 Billion.
2) Rivers - $21.17 Billion.
3) Delta - $16.75 Billion.
4) Oyo - $16.12 Billion.
5) Imo - $14.21 Billion.
6) Kano - $12.39 Billion.
7) Edo - $11.89 Billion.
8) Akwa Ibom - $11 Billion.
9) Ogun - $11 Billion. https://t.co/uzWwBeO6o8",0,0,Steffisburg,0.7964,https://t.co/uzWwBeO6o8
126,@iamdwal Lord let us go up !!!!!,1,0,Zurich,0.0,
127,@Bizim__Oralar put the point 👏👏,0,0,Buchs (ZH),0.0,
128,Tomorrow I start my shift at 6:30. It will be catastrophic,0,0,Geneva,-0.4939,
129,@ohhshiny What’s it “crypto watering hole”? The etymology I mean?🤔,1,0,Geneva,0.0,
130,LSZH 272350Z AUTO 00000KT 9999 0200N R14/1200N R16/P2000N R28/P2000N R34/P2000N BCFG NCD 13/13 Q1023 TEMPO 2000 BCFG,0,0,Kloten,0.0,
131,"01:43 Temp. 18°C, Hum. 84%, Dewp. 14.5°C, Bar. 1021.8 hpa, Wind ° 0 km/h",0,0,Rupperswil,0.0,
132,"@megatrendy @knoxens @Ankiehl @MFrauchi @CamilleLotheZH @SVPch @NinaFehrDuesel Hopefully - and then hopefully it's ""over the mouse"" - with this idiot party ;-)))
🤮🤮",0,0,Zug,0.4981,
133,"Sleep in the lights, you always spoke the truth
 https://t.co/ijKE1igHzQ",0,0,Buchs (ZH),0.3182,https://t.co/ijKE1igHzQ
134,"@FenzWolfgang 😣 You are at the mercy of helplessness. Nobody can help you. You feel exposed. If you seek refuge in your own 4 walls, at home, it seems so strange, cold, repellent.
You know - you have to give yourself time. And do what you want!",0,0,Baar,-0.1427,
135,GOTT PMH SCHTADTPOLIZEI WINTERTHUR https://t.co/KPlqgJa3oZ,0,0,Winterthur,0.0,https://t.co/KPlqgJa3oZ
136,"""OJAP CONDEMNS THIS BARBARITY WITH WHICH
THE MOROCCAN AND SPANISH BORDER GUARDS
WERE ABLE TO INTERVENE DURING THE CROSSING OF MIGRANTS
AFRICANS IN THE ENCLAVE OF MELILA."" https://t.co/ukn8qhudRw",0,0,Geneva,-0.6166,https://t.co/ukn8qhudRw
137,"Hello/Hello everyone!

When, at 1:15 a.m. in Lausanne, I meet a magnificent exceptional convoy and I congratulate #Friderici for this superb work.
Bravo to all of you ! ☺️
#TeamNAW700

Photo: Marc Germann https://t.co/scBwBzCDy8",3,1,Lausanne,0.9268,https://t.co/scBwBzCDy8
138,@mhmck 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/jbBuIfoo7Z,0,0,Zurich,0.0,https://t.co/jbBuIfoo7Z
139,"@cedricwermuth You have to be a pervert to accept such a perversion, typically SP",0,0,Oberdorf (BL),-0.4588,
140,"@mhmck What is your source, #FuckingUkroꑭaƶi? Perhaps #TheJudenratClown @ZelenskyyUa?

🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/FjCBdPSUzX",0,0,Zurich,0.0,https://t.co/FjCBdPSUzX
141,@BraydenCreation https://t.co/LID63BPtDN,0,0,Filisur,0.0,https://t.co/LID63BPtDN
142,"Top 10 Nigeria🇳🇬 state HDI 2022. ( human development index)
1) Lagos state.     
2) Ogun state.     
3) Anambra state. 
4) Delta state.      
5) bayelsa state.
6) Imo state.
7) Rivers state.
8)  Abuja state.
9) Abia State.
10) Enugu state.",0,0,Steffisburg,0.5719,
143,@Kachelmann https://t.co/l4OjoSWGfW,0,0,Basel,0.0,https://t.co/l4OjoSWGfW
144,GOD PMH NUCLEAR BOMBS https://t.co/sAYSbupGro,0,0,Winterthur,0.4278,https://t.co/sAYSbupGro
145,@AetPit @ErfurterGrummel @Kachelmann https://t.co/Kb84ZQ1wxA,0,0,Basel,0.0,https://t.co/Kb84ZQ1wxA
146,GOTT PMH SPERMA https://t.co/92kb7vV4dQ,0,0,Winterthur,0.0,https://t.co/92kb7vV4dQ
147,GOTT PMH USA https://t.co/nArgmN8n2Y,0,0,Winterthur,0.0,https://t.co/nArgmN8n2Y
148,GOTT PMH ANGST https://t.co/pbrsSzgQT8,0,0,Winterthur,0.0,https://t.co/pbrsSzgQT8
149,Him showing me his fav place ✨ https://t.co/frntjWdml1 https://t.co/SxdkJNWOY7,0,0,Frauenfeld,0.4588,https://t.co/frntjWdml1
150,@SamSpratt @MAPS @ChristiesInc Thank you for making it so iconic.,6,0,Walchwil,0.3612,
151,yes https://t.co/FmQDzdmW2z,0,0,Frauenfeld,0.4019,https://t.co/FmQDzdmW2z
152,GOTT PMH MINOLTA DYNAX 7000I https://t.co/mzjWkxQlU0,0,0,Winterthur,0.0,https://t.co/mzjWkxQlU0
153,"Salads: what doesn't go sloppy could be prepared. Frauke: If you still have a question about the quantity or if you want me to buy something, please get in touch.

Greek salad - Frauke
Corn salad / carrot salad – Katya
Colelaw and Bohen - Cornel is",0,0,Lucerne,0.5423,
154,"Top 10 most developed state in Nigeria 🇳🇬 2022 statistics.
1, Lagos  state.
2, Abuja  state.
3, Kano  state.
4, Rivers  state.
5, Anambra state.
6, Akwa Ibom  state.
7, OGun  state.
8 Oyo  state.
9, Delta  state.
10, Abia  State.",1,0,Steffisburg,0.2023,
155,"Crosswind Planespotting 
Sturmtief ""Nasim"" 
Zurich Airport 07.04.2022
•
Full Video soon on #YOUTUBE
by #crosswind
•
#HBJCP #AirbusA220 #Swiss
#runway28 #westwind #crosswindlanding #crosswind
#planespotting #spotting #spotter #avgeek #airportzurich #ZRH #SturmtiefNasim https://t.co/qvYdhJnbqj",0,0,Zurich,0.0,https://t.co/qvYdhJnbqj
156,GOTT PMH https://t.co/yntSVPvnkC,0,0,Winterthur,0.0,https://t.co/yntSVPvnkC
157,@Christi20938245 Bon appetit! I have to sleep now (I'm in my hyperactive creative phase right now...🤭).,1,0,Lucerne,0.4926,
158,"✅ GOOD LUCK ‼️
One of the measures we have taken to ensure that the lives, employment and production activities of public services, wage earners and low-income people do not fall below a certain level is our additional budget proposal, which is being discussed in the Turkish Grand National Assembly. 🇹🇷RTE 🇹🇷 https://t.co/SgjiEUWxUA",0,0,Neuhausen am Rheinfall,0.9032,https://t.co/SgjiEUWxUA
159,UltraViolet Trailer(HD) https://t.co/dpbeqFYUxU via @YouTube GOTT PMH,0,0,Winterthur,0.0,https://t.co/dpbeqFYUxU
160,"@spaetzle26 Oh sorry. But yes, it is. Time often heals and we humans are still quite resilient. Luckily! Thank you and send a little night greeting afterwards 🧚🍀💫",0,0,Lucerne,0.8848,
161,@JurcaJoao With +,0,0,Saint Gallen,0.0,
162,"@Ren70782708 @Rwrites I'm probably one of ""the few"" who can have a say; even if I don't know Tinder at all ;-))))",0,0,Zug,0.0,
163,GOD PMH STARRY SKY WHERE? https://t.co/bZAKbS7eu5,0,0,Winterthur,0.4278,https://t.co/bZAKbS7eu5
164,@emailyedelman @steviepxyz @TokenArtNYC @StevieP thanks so much for making this one of the best ‚side‘ events last week. I hope you‘ll do this again! best from switzerland,1,0,Zurich,0.9381,
165,"@talita_cumi7 Amen Amen 🙏 🙌.
Jehovah GOD with us.
Cordial greetings and many blessings to you and yours.",3,0,Crissier,0.8455,
166,"@suetoniolemos @Danielbricen Total, and in 3D",2,0,Crissier,0.0,
167,"@MikeGasche That's exactly what I see too! Our bathing culture knows no burkini and stuff like that in the water! If you don't like it here in Switzerland 🇨🇭, or don't want to stick to our conditions and culture, please do the fly!",2,0,Zurich,0.696,
168,GOD PMH HAMBURG,0,0,Winterthur,0.2732,
169,@LauraMMoficial Hahahaha.,0,0,Crissier,0.0,
170,@AlloLiberte is a country where a former prime minister is insulted and everyone knows his integrity is kidnapped without judicial permission. And exonerates another prime minister who has witnessed his corruption. This is the biggest evidence that this country is a rogue state par excellence! #Down with the coup_in_Tunisia,1,0,Prilly,0.7424,
171,"@lais_autumn Amen Amen.
Well written this:
Seek therefore 1st the kingdom of heaven and its justice, that the rest will come in addition.
Cordial greetings and many blessings to you my sister in Christ Jesus.",4,0,Préverenges,0.9337,
172,"@AlejandroVarFJ Let's continue united in supporting change, now those who call themselves the opposition come to ask for transfer and integrity with this government elected by democracy and if they guarantee a change in the Republic of Colombia.
Best regard.",2,0,Morges,0.926,
173,PMH,0,0,Winterthur,0.0,
174,I think I'm going to call my dog ​​luc,0,0,Chêne-Bourg,0.0,
175,GOTT PMH 144 https://t.co/zLGwPw6F1K,0,0,Winterthur,0.0,https://t.co/zLGwPw6F1K
176,"it's sad to finish an ep of the boys and wait another week to watch another one

it's too good",0,0,Nyon,-0.0516,
177,GOD SEX I DID NOT INVENT THIS WORD https://t.co/QXiZ0JgTDD,0,0,Winterthur,0.4278,https://t.co/QXiZ0JgTDD
178,@max000510 You already are. 😊,1,0,Basel,0.0,
179,@ohhshiny @rebelsbynight Ahh.. I thought it was pure magic! ☺️,1,0,Geneva,0.0,
180,@serkeserkes Why?,0,0,Basel,0.0,
181,LSZH 272250Z AUTO 14002KT 9999 FEW001 14/14 Q1023 NOSIG,0,0,Kloten,0.0,
182,One week since #PNIRS2022 and missing the friends that were made and separated from so quickly 😭 anyone else vote for conferences with shorter times than an year apart? 🙋🏻‍♀️ https://t.co/CqOyyneD2Y,0,0,Zurich,0.2263,https://t.co/CqOyyneD2Y
183,"@thecableng @OfficialPDPNig Gov. Okowa
Turn Asaba village now to
Asaba city. https://t.co/NRxeH21cCZ",0,0,Steffisburg,0.0,https://t.co/NRxeH21cCZ
184,Rare @Moonturtlez   Top 10 Thanks https://t.co/oACWbh8UJy,1,0,Oberkulm,0.5719,https://t.co/oACWbh8UJy
185,"@AishaYesufu Gov. Okowa
Turn Asaba village now to
Asaba city. https://t.co/EbAtJ5ifFy",2,0,Steffisburg,0.0,https://t.co/EbAtJ5ifFy
186,؛),0,0,Nendaz,0.0,
187,"@seunonigbinde Do we want Chelsea to win things or just happy to see academy players playing? You don't win UCL with Guehi as CB, will grow into that but not there yet.",0,0,Geneva,0.7717,
188,"crazy sick, today it even happens to me more, but when I was 14-15 it was all the time https://t.co/d5ODNk7XCc",0,0,Geneva,-0.431,https://t.co/d5ODNk7XCc
189,"Gov. Okowa
Turn Asaba village now to
Asaba city. https://t.co/rL0mvW08MZ",0,0,Steffisburg,0.0,https://t.co/rL0mvW08MZ
190,@NicErzer @PeterBaur9 @MFrauchi @operationlibero 😂😂🤮😂😂,0,0,Zug,0.0,
191,@SteelToeTruth,1,0,Renens (VD),0.0,
192,@ottoscreams Good morning handsome 🥰,1,0,Renens (VD),0.7269,
193,"Finally, these eyes and ears have seen her marrying the person who was crippled. He heard those who rejected the offer of a professor in order not to be separated from his lover who has cancer. Love is clear, friends. Love requires sacrifice. Otherwise it is cheating. Time is bad, don't be fooled. Goodnight.",4,0,Berne,0.6467,
194,Mds like hax is strong a quadriplegia in the mind,0,0,Lausanne,0.7003,
195,@thomasweibel Always a good goal! 👍👋,0,0,Basel,0.4926,
196,@Pumpaction1616 😂 Stone was thrown here rightly 👍🏻,0,0,Luterbach,0.0,
197,@gemuellert https://t.co/1AhhuBP980,0,0,Basel,0.0,https://t.co/1AhhuBP980
