,text,likes,retweets,city,sentiment_analysis,url
73,"Fuji-Q has announced that he will collaborate with the movie Laid-Back Camp ...

At the time of the first term, I put out only the head mark and ran it, but it's a waste.

I wish I could continue to collaborate as it is.

After that, even though I came out to Mt. Fuji station, I didn't know it.

After the Amahama Line and Oi River collaborated and came out to JR Central → https://t.co/fgdQ4nZTH1",0,0,Kawasaki-shi Tama,-0.0387,https://t.co/fgdQ4nZTH1
74,"Nekowa [Nyagomi] Doll General Store @ 24kazumin #Mercari Shops
https://t.co/LEu8mLlwPu",0,0,Takashima-shi,0.0,https://t.co/LEu8mLlwPu
75,"@ emu44291761 I was just watching sports news.
I can't watch BS, so I'm very happy that the game is properly reported in the news like this. I hope every station will be featured in sports news as a matter of course ...",1,0,Takayama-shi,0.8815,
76,"Retouching while organizing yesterday's photos
Hamamatsu Base T-4 (06-5650)
#Hamamatsu base
# T4 https://t.co/saUfN80dkj",0,0,Yokohama-shi Seya,0.0,https://t.co/saUfN80dkj
77,"It's the return of the king!

🦝👑🦝🦝🦝🦝 https://t.co/BQSsATxt2J",0,0,Shibuya-ku,0.0,https://t.co/BQSsATxt2J
78,"Insects disappear when the temperature exceeds 35 degrees during the day.
On such a day, it's comfortable because insects don't fly much at night (although it's hot)",0,0,Matsue-shi,0.34,
79,"I feel the harshness of the countryside in winter, but ⛄
Feel the goodness of the countryside in the summer 🏞️
Especially this year ...",0,0,Jinsekikogen-cho,0.6124,
80,@biiiiiigboy Thank you! I want to go because it's near!,0,0,Naha-shi,0.5242,
81,"@mitsucansu Thank you for your hard work today.

Early rising is attacked by sleepiness at this time.

Please take a rest ♪",0,0,Kawasaki City Kawasaki Ward,0.1027,
82,"I've been peeking at a child of the #African sacred ibis, which is rumored to have hatched on June 10.
I cried a little when her parents snuggled up and carefully raised her chicks.
This is precious ...
#Ueno Zoo https://t.co/pIIBloxPd4",1,0,上野動物園 (Ueno Zoo),0.3818,https://t.co/pIIBloxPd4
83,"Even if there is no chorus'before one chorus, it works as a song without any problem.
However, by deliberately calming the melody that was excited up to the B melody, the excitement of the chorus is further emphasized.
Furthermore, since 2 choruses are configured to go straight from B melody to choruses, choruses play a more important role in terms of differentiating between 1 choruses and 2 choruses.",0,0,Naoshima-cho,0.9144,
84,"@tsuna_art @ktsksketch What is it? I like the sense of tempo that comes from the white space, rather than the blank space.",0,0,Setagaya-ku,0.3612,
85,"Karaoke alone
2 hours is the limit of my throat ...

Tomorrow Moiko (๑ ・ ̑◡ ・ ̑๑)",0,0,Sugito-machi,-0.25,
86,Insanely cute https://t.co/gnEf9fQYrL,0,0,Sapporo City Toyohira Ward,0.4588,https://t.co/gnEf9fQYrL
87,@omomo_happiclo I was absent from Tokyo ... I cried,1,0,Nakano-ku,-0.3818,
88,@ 919kumakuma It's hotter than ASP 🥵,0,0,Nakanoto-machi,0.0,
89,"It was delicious
Ramen shop
#Majin Ramen Shot #Majin Ramen Shot2016 #Ramen Photo #Ramen Location: Ramen Shop Sakado Store https://t.co/WsWPOzjO8z",0,0,Sakado-shi,0.5719,https://t.co/WsWPOzjO8z
90,"@firevalleybom Excuse me
When the pizza is baked
Keep your hands on ...
Why
Sometimes I miss my call ... I'm sorry.
I will be in the shop from 17:00 before business
As a time when it is easy to answer the phone
Before starting to bake pizza
I think it's about 17:00 to 18:00
thank you",0,0,Urasoe-shi,0.5859,
91,Borgman is broadcasting to commemorate the release of soft media.,0,0,Nerima-ku,0.0,
92,"@ yoshidako3 @mensaikamei Thank you for your hard work ~ ☺️
Did you feel a little better ??

The freshly made noodles are delicious 🥰
Nice turtle siege 💗",0,0,Ota-ku,0.8902,
93,The erotic video shop has no choice but to switch to M3 touring because it was 5dis () https://t.co/sKzdHUv1MQ,1,0,Sapporo City Kita Ward,-0.1531,https://t.co/sKzdHUv1MQ
94,Tsubaki's CD Hochii,0,0,Saitama City Sakura Ward,0.0,
95,"Midsummer House of Councilors election on the day after the rainy season 🌻🌻
@junyaog Junya Ogawa rushed to support @motekikunio's election as a benshi. We will send a hot ale with the sunflower field in the background ✨🌻 #Kagawa House of Councilors election #Kunio Mogi #Junya Ogawa https://t.co/3hcDa2TsWr",0,0,マルナカ　川岡店,0.34,https://t.co/3hcDa2TsWr
96,"Speaking of distraction night drive, it is becoming here (@ Mandai Shoten Iwatsuki store in Saitama City, Saitama Prefecture) https://t.co/qOYNJzXUBE",0,0,Saitama City Iwatsuki Ward,-0.3818,https://t.co/qOYNJzXUBE
97,THE STAR CLUB https://t.co/y2Qc7oJjEC,0,0,Tsushima-shi,0.0,https://t.co/y2Qc7oJjEC
98,"@ bigbook1st Mendes, I think you can get 10 points or more if you use it while resting well.
Director Kogiku wants to stop ""using up"" and ask for good control 🙏.",0,0,Osaka-shi Abeno-ku,0.4215,
99,Melon squash 🍈 Drink and rejuvenate. https://t.co/vK4FL3wGkt,0,0,西村フルーツパーラー,0.0,https://t.co/vK4FL3wGkt
100,"@Key_Kucchy Thank you very much for Popfan 😌
I was happy to receive the praise for the illustrations ☺️
I've made some adjustments, but the total time I drew.
In 3 hours, I noticed the rework little by little.
I touched it about 4 times.
It's about 3 hours and 20 minutes.
See also the archive
Azabu Smith's song was also the happiest 😌
thank you very much",0,0,Takamatsu-shi,0.9377,
101,I don't know which video was effective because I did various things though it became thin because it was too effective.,0,0,Kasuga-shi,0.7351,
102,"attendance at work! attendance at work! It's hot 😇
I'm getting more and more drinkable today 🫡

I'm waiting for someone free 🥹 https://t.co/cik3izZWdM",0,0,Shinjuku-ku,0.5972,https://t.co/cik3izZWdM
103,I posted a photo to a small fish and https://t.co/bhGHwLAWhB,0,0,Nishinomiya-shi,0.0,https://t.co/bhGHwLAWhB
104,@konkon_oyama The raw yuba and bamboo tofu were really delicious! !! ☺️,0,0,Sakaide-shi,0.7067,
105,"@ 042_Yoshi_S2 Do it!
The color is awesome ♡
It's cool ♡",0,0,Hachioji-shi,0.7712,
106,"@ gmen102068 What's wrong with ""Yan"" ...",0,0,Niigata City Chuo Ward,-0.4767,
107,"Mr. Mizuta and other stations, many QSL cards have arrived this time as well (^^)
Thank you (^^) https://t.co/MDFUIdMW00",1,0,Kita-ku,0.5574,https://t.co/MDFUIdMW00
108,"Because it's so hot, I wish I had a day off from school in July, August, and September.",0,0,Fukuoka City Nishi Ward,0.4549,
109,"@ cdQMb4O3pcdJUXq This summer's Jr. The application for Samapara was not completed unless the companion was also a fan club member.
Isn't it soon?",0,0,Fukuoka City Chuo Ward,0.3182,
110,"It's closed today!

thank you!
I look forward to working with you tomorrow! !!
#onecurrybar",0,0,Kishiwada-shi,0.5673,
111,@ J13931534 It's better not to have it!,0,0,Fujimi-shi,0.4926,
112,"Yurucamp Sapporo only?
Someday I'll come to a rural area",0,0,Obihiro-shi,0.0,
113,"@ R71612962 That's right 😊 Someone who feels quite open, old hard stories and funny stories 😅",0,0,Uji-shi,0.3041,
114,I want to be a young man,1,0,Shibuya-ku,0.0772,
115,"On the way back, I stopped by # nack5 stadium and watched the game of #Omiya Ardija vs #Zweigen Kanazawa ♪♪
Since the other party is Kanazawa, eat #champyon curry ♪ ♫
It was a set meal of #Inoshikatei's #Inoshikatei during the day, so it was a day and night cutlet (ꈍᴗꈍ)
The guy was #condensed milk azuki shaved ice ♪ ♫ ♪
#Etekichi Stagle Style https://t.co/p1RosPd1Fm",0,0,Komae-shi,0.2023,https://t.co/p1RosPd1Fm
116,"I met my father yesterday

It became an iPhone
Wi-Fi was thrown in
I was on Netflix
It seems that he is exercising after joining a sports club.
It records how much the shoes used in the sports club work with your smartphone.
I'm over 80 years old but I really like it",1,0,Sapporo-shi Chuo,0.5704,
117,"The new logo is complete!
It's different from the temporary one and it's cool ♡

Click here for designers → @inkpainter_rie

For those who wish to open a store entry details
tsurukitchen365@gmail.com
Please contact us ♪

#Kitchen car #Mobile sale #Event #Gourmet #Marche https://t.co/MbtQqaf1Zl",0,0,Tsurugashima-shi,0.7644,https://t.co/MbtQqaf1Zl
118,@ 9071satoko Let's choose from Lilo's book (* ´ω ｀ *) Thank you Satoko 💕,0,0,Yonago-shi,0.6369,
119,I feel like I'm going online,0,0,Asahikawa-shi,0.3612,
120,"@ DJXYHS8kIZQYxiX Recruiting people who want to come 😆 Lottery 😄
Divide into several times and all participate 😁",0,0,Ibaraki-machi,0.0772,
121,"I knew this earlier, how could I not know each other in the first place
(Li Bai's ""Autumn Wind"")",0,0,Kodaira-shi,0.0,
122,@XpgeCZYAdeBemTR This time I'm humble,0,0,Izumisano-shi,0.0,
123,"@renho_sha The people are not stupid.
I'm looking at you, who really thinks about us so hard.
Why can Kiyomi Tsujimoto, a fraudster who deceives blood tax as a secretary's salary, become a candidate for the Constitutional Democratic Party?
Isn't she the proof that she's doing things for her own convenience, not the people?",0,0,Fukuoka-shi Sawara-ku,-0.4311,
124,"@inakakurasu Somehow my legs are mushy ୧ (""̮) ୨
It's all over 💪 (ᐛ) Power Aa Aa Aa Aa Aa Aa Aa Aa Aa",0,0,Nagayo-cho,0.0,
125,"@ yama2020115 Actually, I haven't eaten yet, and it's just hearsay about what it tastes like (laughs)

It's a strange burger, so it may be difficult to attach, but thank you for your cooperation.",0,0,Hiroshima-shi Naka,0.431,
126,"@hinata_pekogwu Devil Loop, it seems that card payment is possible, so I would like to visit Devil Buster (laughs) once. In that case, thank you for your cooperation.
(^ Ν ^) ♥",0,0,Setagaya-ku,-0.6728,
127,"SK Studio Ranking Series
[Introduction to You Tube]
---------------
I collected the ranking series of You Tube introduction and collected my favorite videos.
#Ruruneige
#Jamscollection
#SweetAlley
#SK Studio YouTube introduction
---------------
https://t.co/xJZfDSgI8V",0,0,Yokohama-shi Kanagawa,0.4588,https://t.co/xJZfDSgI8V
128,@ 3ch_kyougoku I wanted a new armor 🥺,0,0,Hiratsuka-shi,0.0,
129,It's great to relax while listening to ARIA songs at the hotel (￣ ▽ ￣) ♪ https://t.co/sLFeGBjLi0,0,0,Umedaholic Hotel Cafe & Bar,0.7906,https://t.co/sLFeGBjLi0
130,"@JPN_Doctors Play with words. Wasn't it going to class 5 because it's class 2? Whether it's upgraded or not, it's the same as it is now. From the government's point of view, the mask is a request level, so I can't say that I can remove it. What do you do by polishing only the technique to dodge by using two tongues well? Internal conflict between the people is born. Don't make funny comments that distract you 😡",0,0,Ichikawa-shi,-0.4149,
131,"@ Sakurayuki_1154 Oh ... I won't ask you deeply ...
One person, one person ...",1,0,Hakui-shi,0.0,
132,"#Kashiwa no Kawanaka
#Nagoya Cochin
#Sukiyaki

Last night's loot 🐓

Happy to eat various parts 🤤🤤🤤 https://t.co/f6kNBChNHH",0,0,Neyagawa-shi,0.3612,https://t.co/f6kNBChNHH
133,"@momoharayui today too
Otsumo 🍑 ～
Peach 🍑😪",0,0,Kyoto-shi Nakagyo,0.0,
134,@kanazawayado Thank you 😊♨️,0,0,Kanazawa-shi,0.3612,
135,@ hidariclick123 @ meinghr100008 I would like you to have another opportunity like this 🉐,0,0,Ayase-shi,0.7783,
136,I wonder how much it will fit in ... https://t.co/kBIgyrlWgd,0,0,Nerima-ku,0.3612,https://t.co/kBIgyrlWgd
137,"Nostalgic ^ _ ^
Festival Shintomi 2012 https://t.co/7khGzH7Heq @YouTube
# Nagano Udon",0,0,Miyazaki-shi,0.4939,https://t.co/7khGzH7Heq
138,@mina_koi I tried choreography when it was made free.,0,0,Shinjuku-ku,0.5106,
139,"@tmtakahas 6 years of long-term study + 3 years of overdoctor, 9 years in total, I got a bachelor's degree (laughs)",0,0,Shinagawa-ku,0.0,
140,@mei_buGG Is it the director 😷,0,0,Taito-ku,0.0,
141,"@sakura_glee @ nonnon5310 Ugh ...
In addition, the second race may be Sapporo Racecourse ……………… No, how about it? .. ..",0,0,Eniwa-shi,-0.6124,
142,"The performance in Miyagi has been canceled, so I will go on an expedition to Tokyo.
I'm worried about the angle of the neck this year too, so https://t.co/ClfMgYhq53",0,0,Iwanuma-shi,-0.296,https://t.co/ClfMgYhq53
143,"Today's practice will retire Mr. Chiba from the class on Tuesday!
I learned a lot from Mr. Chiba!
I'm really thankful to you! https://t.co/86exBmpCkD",0,0,Shimonoseki-shi,0.7067,https://t.co/86exBmpCkD
144,"@umekichiume @tekssiwa When I visited the customer yesterday and today, the story was lively with ""The rainy season is over.",0,0,Yusui-cho,0.3818,
145,"The more fun I have, the more I want to work. One way is to work separately from your hobbies, earn money and devote yourself to your hobbies. There are various ways to enjoy it, and each person has infinite ways to enjoy it. So I may have got this job as the best way to enjoy it. This job comes into contact with the car anyway. Touch even if you don't like it>",4,0,Kantō,0.96,
146,"In order to spend the holidays efficiently, it is really important not to stay up late just because it is the day before the holidays, and I really feel that it is 30 minutes before. So I'll go to bed early.",0,0,Miyazaki-shi,0.8399,
147,"Thank you very much for visiting us today ~ 😆💕✨
I look forward to working with you tomorrow ☕ https://t.co/reoFEZf9DN",1,0,喫茶向日葵,0.3612,https://t.co/reoFEZf9DN
148,"@ tn_777 And again, it's hard to think that there are various restrictions 😅",0,0,Ota-ku,-0.1027,
149,",
,
Oh, it's from 8:30 to 17:30 on time,
At the end of the month, I'm pretty busy, so today I'm working overtime for three and a half hours and arriving at home at around 21:45 at the end of 21:00 (...;)
Is it the same this week tomorrow and the day after tomorrow 🤔

It's only been about an hour and a half since I got home.

..",0,0,Numazu-shi,0.4939,
150,@ 1ykfmpXcLDwqTQx How was it (= ´∀ ｀) people (´∀ ｀ =) https://t.co/X9GKFKnrU6,0,0,Hachimantai-shi,0.7506,https://t.co/X9GKFKnrU6
151,"@ shi_rx_8 If you go to the curtain, I'll go!",0,0,Chiba-shi Mihama-ku,0.0,
152,"Don't go to the fog festival! It should have been easy to go because it was my wife's parents' house!
The mischief of the fate of suffering a shift in Otaru last year and this year ...",0,0,Sapporo City Nishi Ward,0.2695,
153,"Deformation completed
I was wondering where the dolly would go, but it's amazing ... https://t.co/oY6IuLsOla",0,0,Hino-shi,0.7351,https://t.co/oY6IuLsOla
154,@HARUNO_VIP Beautiful,0,0,Sanuki-shi,0.5994,
155,Lunch ~ 🍴🌞 https://t.co/eihYIMJiMU,0,0,ムーミンベーカリー&カフェ,0.0,https://t.co/eihYIMJiMU
156,@hanmumumu_ I have no choice but to go if I'm called! ?? 💖 Let's go!,0,0,Shinjuku-ku,-0.3703,
157,"@ mintchoco1118 Misa-san, I'm sorry I wasn't following you too 🙏🙏 I'm really happy that Misa-san's house was involved in a lot of trouble 😭😭",0,0,Nakatsugawa-shi,0.2484,
158,"@ alpha_732 Thank you 😊
Thank you ✌️",0,0,Takasaki-shi,0.6124,
159,"The highest peak of the aperture in Japan

When I heard this, I often went to such a tournament without personal

I'm proud again

It's strange to say it myself, but https://t.co/popOJRm7CR",0,0,Toyoyama-cho,-0.2908,https://t.co/popOJRm7CR
160,Are you just using the government's request as an excuse to cut costs?,0,0,Minabe-cho,-0.2023,
161,"@junyafolk Junyasan Arigato!
That ... Katakana ... lol",0,0,Obihiro-shi,0.4753,
162,@_SATOMIC Thank you 🙇‍♂️,0,0,Ebina-shi,0.3612,
163,@ zYpcgGxyVU36rJA @ morimori2525_ @cbtomo We have a squirt season!,0,0,Morioka-shi,0.0,
164,Cooked rice and pork cutlet! ?? Is it normal to go even if you are drunk?,0,0,Kodaira-shi,-0.4993,
165,I posted a photo in Motegi Town https://t.co/s9AaL3Rh95,0,0,Motegi-machi,0.0,https://t.co/s9AaL3Rh95
166,"The order of sake I like is beer → bourbon → sake → gin? Other than these, the body does not accept it with the same degree or smell ...",0,0,Yokohama City Kohoku Ward,0.0813,
167,"@ayuminosora Occasionally, take your time and relax 🤗",0,0,Hirakata-shi,0.4404,
168,Bamboo shoot watching without a bird.,0,0,Kawagoe-shi,-0.34,
169,Going home: Insanely hot inside the house ... (= ^ ･ ･ ･ ^ =),0,0,Nagoya-shi Minato,0.7506,
170,@ gobou82 Rotation Easy Minoru Day Game Smell,1,1,Katagami-shi,0.4404,
171,"@ xwrQON6bWNZwq0p There is no doubt about it ~

It seems that the rain will be heavy, so be careful 🤗",1,0,Kofu-shi,-0.4256,
172,"@ 0N153a35X6V4Wa1 Nice to meet you 😊
Because it's soup, I use chicken breast.
I think the one with a slightly better brand chicken is better. (⋆ᴗ͈ˬᴗ͈) ”",0,0,Kitami-shi,0.7914,
173,"Participate in the lesson today
thank you very much!
#Holiday Sports Club Shimonoseki
#Holiday Sports Club Hofu
#Thank you
#Yukiko Aoki
#Fitness instructor
#yuckey
#Yukki
#More burning ambassadors
#Personal trainer
#Fitness model
 #Yamaguchi Prefecture
 #Hofu City
#Shimonoseki City https://t.co/YUNllGxnRU",0,0,Yamaguchi-shi,0.4199,https://t.co/YUNllGxnRU
174,"@ GllopTLzmgTDpU9 @ kemi045 7/1 and 12/1 will not stop trembling 🤣

Recently, it started to move in June, so it seems that the busy season has become longer.",2,0,Joso-shi,0.4585,
175,Niboshi today https://t.co/FHEeJOAwf9,0,0,すごい煮干ラーメン凪 多摩センター店,0.0,https://t.co/FHEeJOAwf9
176,@ fb822sachi Certainly! !! !! !! !! !!,0,0,Tsukuba-shi,0.5526,
