,text,likes,retweets,city,sentiment_analysis,url
18,"One day I promised myself to be stupidly rich, so far I'm just stupid, but it means I'm halfway there.",0,0,Central,-0.0387,
19,@RubenRCerro @ gahema_90 913 🌪,0,0,Asuncion,0.0,
20,Rt until they find him and go home 🙏🏽 https://t.co/RXgyokmOvT,0,0,Central,0.0,https://t.co/RXgyokmOvT
21,Call an exorcist fuck big 7 https://t.co/EAwL3S0X7i,0,0,Central,-0.5423,https://t.co/EAwL3S0X7i
22,That's right ♥️ https://t.co/tzA14JynY2,0,0,Asuncion,0.0,https://t.co/tzA14JynY2
23,"@ diegotavella6 Yes, days ago Tavella 🥳 Postcard Chaqueña https://t.co/PTCe1yXmV9",1,0,Asuncion,0.4019,https://t.co/PTCe1yXmV9
24,😭😭😭😭😭😭 https://t.co/41XjHMJlJ7,0,0,Asuncion,0.0,https://t.co/41XjHMJlJ7
25,💙 https://t.co/J1iHnkMfCQ,0,0,Alto Parana,0.0,https://t.co/J1iHnkMfCQ
26,@majo_goo Check this out @Antux83... Onvres...,0,0,Asuncion,0.0,
27,Impunity is called the mother of all our ills,0,0,Central,0.0,
28,@CesaritoGimenez Thank you friend 💙,0,0,Alto Parana,0.6908,
29,"But that look of Tae 😵 💫
#KimTaehyug #Taehyung #TaehyungxCelinePFW https://t.co/VFggxfIusB",0,0,Alto Parana,0.0,https://t.co/VFggxfIusB
30,"It's not for nothing but the municipality of Carapeguá is already abusing the rates, the qualification that in another municipality they give you for 60,000, there they did me for 90,000 and that we don't see the results of our contributions reflected in the city.",0,0,Villarrica,-0.6124,
31,"This guy outperforms himself more every day, asshole falls short. https://t.co/Jq8mWMSPa9",2,0,Asuncion,0.0,https://t.co/Jq8mWMSPa9
32,"Thursday end of the month 😁💵💰 and Play Olympia, Friday not a peso 😓😢",0,0,Caaguazu,0.34,
33,"And you, how does your mayor answer you? https://t.co/v8dBBLgGHd",0,0,Asuncion,0.0,https://t.co/v8dBBLgGHd
34,When they ask me for something before 9 in the morning 👍🏻 https://t.co/PoDrhxih2W,0,0,Central,0.0,https://t.co/PoDrhxih2W
35,Happy birthday to the queen @VeraCardozoTa https://t.co/fRe3esUqVL,4,0,Minga Guazú - La Villa,0.5719,https://t.co/fRe3esUqVL
36,"@GAKRG It's true what he said, the only way to enforce it is by shrinking the State and improving public spending, but if it's raising taxes it won't work!",0,0,Asuncion,0.4753,
37,Few cars on the street. Feel the rise in fuel.,0,0,Asuncion,0.0,
38,My birthday is coming and it's the first year that I'm zero mood to celebrate,0,0,Puerto Presidente Stroessner,0.5719,
39,Good morning with @ romance1045 the guys from @ArjonaParaguay in tune! they could please us with #Mushrooms (from Black and White) while we wait; the house is anxious while our scheduled appointment arrives on 08.13.2022 https://t.co/XfX4KqVbTR,0,0,Asuncion,0.5411,https://t.co/XfX4KqVbTR
40,@Nicottina_DN https://t.co/OofTtLdWCN,0,0,Coronel Bogado,0.0,https://t.co/OofTtLdWCN
41,What an ugly moment when you throw too much sweetener and the coffee goes to shit https://t.co/wPhoJ1jWK9,0,0,Asuncion,-0.7845,https://t.co/wPhoJ1jWK9
42,Good morning with @ FMAmor959 the guys from @ArjonaParaguay in tune! they could please us with #Mushrooms (from Black and White) while we wait; the house is anxious while our scheduled appointment arrives on 08.13.2022 https://t.co/XfX4KqVbTR,0,0,Asuncion,0.5411,https://t.co/XfX4KqVbTR
43,@5diasPY @BCP_PY Shame!! They are to pay the big swallows of the government of the people.,0,0,Asuncion,-0.6229,
44,I feel like we got gored hahah,0,0,Alto Parana,0.3612,
45,Good morning with @ fmcorazon991 the guys from @ArjonaParaguay in tune! they could please us with #Mushrooms (from Black and White) while we wait; the house is anxious while our scheduled appointment arrives on 08.13.2022 https://t.co/XfX4KqVbTR,0,0,Asuncion,0.5411,https://t.co/XfX4KqVbTR
46,"@nenechopy If you are not part of the solution, you are part of the problem",0,0,Asuncion,-0.1027,
47,"Friendship of millions 💓
#TaehyungInParis #bogumxceline #KimTaehyug #ParkBoGum https://t.co/TIfiqArFaM",0,0,Alto Parana,0.4404,https://t.co/TIfiqArFaM
48,Good morning with @conquistador891 the guys from @ArjonaParaguay in tune! 😍 you could please us with #Mushrooms (from Black and White) while we wait; the house is anxious while our scheduled appointment arrives on 08.13.2022 https://t.co/XfX4KqVbTR,0,0,Asuncion,0.5411,https://t.co/XfX4KqVbTR
49,"☆If your life was a movie, would it be?

#TAEHYUNG: “I hope I can convey my feeling of freedom, how free I am. Everyone has a different idea of ​​what it means to be free. I would like my film to be one that conveys that feeling of freedom at the same time” https://t.co/ZuKJR2ADnF",2,0,Paraguay,0.9698,https://t.co/ZuKJR2ADnF
50,@aguero_jaz I'm 39 already?. I pio how much then I have?,0,0,Alto Parana,0.0,
51,"Imposing demonstration of faith to the Mother of Perpetual Help, patron saint of the city of Pedro Juan Caballero https://t.co/PsTThDEzPC",0,0,Amambay,0.6705,https://t.co/PsTThDEzPC
52,Very good days. The #veranillodeSanJuan is back and with it the humidity 😏,0,0,Central,0.4927,
53,"Only I get a pimple at this point in my life 🙄😒
Good #mars$ https://t.co/p7jwD8IOwp",3,0,Asuncion,0.4404,https://t.co/p7jwD8IOwp
54,"@MJusticiaPy @INDIPY @hectordalegre @bachinunez_nuez @NaniArrua @EnriqueRieraE
The Indi pio does not see that they already have Registered housing
#invasionEsCrime https://t.co/9d27eBEw8S",0,0,Puerto Presidente Stroessner,0.0,https://t.co/9d27eBEw8S
55,"In short, baby, you get pissed off like a former spiteful person because it's your fault for not seeing the pothole. https://t.co/x1YKHhB8Sz",0,0,Central,-0.8074,https://t.co/x1YKHhB8Sz
56,"Please help us 🙌🏻
Share https://t.co/3l3rnwR8vI",0,0,Asuncion,0.7351,https://t.co/3l3rnwR8vI
57,@ EspinolaEspnol1 @FRepublicanaPy @HVelazquezPy @BrunettiJuanMa @MaritoAbdo Lectura including https://t.co/LhFJl79wu2,0,0,San Pedro,0.0,https://t.co/LhFJl79wu2
58,Then they cry for not being able to live in a first world country... what pests they are... https://t.co/tG9ZXV1RVF,0,0,Asuncion,-0.4767,https://t.co/tG9ZXV1RVF
59,He has a different way of seeing life💫,0,0,Asuncion,0.0,
60,@nenechopy History you have already made the streets are outside because we are at war,0,0,Central,-0.5994,
61,You woke up radiant 😍😍😍 in Barrio Ricardo Brugada - Chacarita https://t.co/vrVuBxetxO,0,0,Central,0.4767,https://t.co/vrVuBxetxO
62,He just published a photo in Mecauto S.A https://t.co/rCHZA2U6NA,0,0,Asuncion,0.0,https://t.co/rCHZA2U6NA
63,@DaniaMereles1 @AylenAlma1 😲😲😲 any resemblance to reality,0,0,Neembucu,0.0,
64,@24JZM @celsonunez @Rocio_La_Negra @LilileGonzalez What specific medicine was not there?,1,0,Central,0.0,
65,@ Seal_benzo @ chingat_hotps: //tk/lass: 4zhufag,0,0,Central,0.0,
66,@ 780AM @MaritoAbdo https://t.co/rnPnlsc523,0,0,San Pedro,0.0,https://t.co/rnPnlsc523
67,@jaxminp_ @noe_caq I slept,0,0,Asuncion,0.0,
68,https://t.co/3gA0BuPLxS https://t.co/xngtlJ3XBb,2,1,Asuncion,0.0,https://t.co/3gA0BuPLxS
69,@Godcito @AsuncionMuni @asu_transito @juntasuncion @oscarodriguezpy Verdeee is going to tell you baby hina 🤣,1,0,Asuncion,0.0,
70,@guillnzaira HAHAHAHAHAHA ptm,0,0,Asuncion,0.0,
71,Hi good day,0,0,Central,0.4404,
72,Two packets? See that MMM has more games and goals in Paraguayan soccer https://t.co/Oj9gX6SpLx,0,0,Asuncion,0.0,https://t.co/Oj9gX6SpLx
73,Always!!! https://t.co/dEYdmXQhzH,1,1,Asuncion,0.0,https://t.co/dEYdmXQhzH
74,@aRebeSoria He fucks you bigger 😂,0,0,Asuncion,-0.4767,
75,"🙏🏽🙏🏽
This child is not back yet.
Let's help 🙏🏽 https://t.co/Jkgx6Gqjcg",1,0,Asuncion,0.4019,https://t.co/Jkgx6Gqjcg
76,Good day! 🌞🙋🏻‍♀️😘 https://t.co/zzzaZhaAAi,0,0,Asuncion,0.4926,https://t.co/zzzaZhaAAi
77,Good morning 🌍🙌🏻 #TuesdayOtraVez excellent day to all! Let's start arre!,1,0,Asuncion,0.8011,
78,"Accident on route PY05 leaves one deceased, several injured and one injured https://t.co/n5Ratxkzyh",0,0,Amambay,-0.8176,https://t.co/n5Ratxkzyh
79,"Good morning beautiful people, happy day of this beautiful Tuesday! 🙋🏻‍♀️😘🌞 https://t.co/0YhkgS2O2d",0,0,Asuncion,0.9402,https://t.co/0YhkgS2O2d
80,Well... Damn sir 😎🤣😝✌️ https://t.co/rLNrsip4NS,0,0,Encarnacion,-0.4019,https://t.co/rLNrsip4NS
81,"Attention friends, Mr. Eugenio Quintana needs blood of any kind, donors please go to the Blood Bank of the IPS Central Hospital
RT",3,4,Central,0.8316,
82,I put that itchy to reach the damn bondi hahaha I need all the air 😂,0,0,Central,-0.0258,
83,@vividure_ In fact there is an anime that talks about it... https://t.co/e40mqlMy35,0,0,Asuncion,0.0,https://t.co/e40mqlMy35
84,@lacwagner Shut up dumb old scoundrel!,0,0,Asuncion,-0.5562,
85,🛑🛑🛑 Attention to Information for sample collection... we need to reduce contagion... Do your part Take care and use 😷 https://t.co/ba6Eqotqqs,3,1,Central,0.4939,https://t.co/ba6Eqotqqs
86,"Since 2016, in a presentation at Gastroshow, we raised it... someone had to say it and it was said... https://t.co/xuFRjDHLBS",0,0,Asuncion,0.0,https://t.co/xuFRjDHLBS
87,Zeus 🤣 https://t.co/XjcrmPjDnS,0,0,Central,0.0,https://t.co/XjcrmPjDnS
88,STILL LOOKING FOR IT!!! https://t.co/tZCE6vJZ1X,2,5,Asuncion,0.0,https://t.co/tZCE6vJZ1X
89,What a joy https://t.co/sVykJDh3Wc,0,0,Encarnacion,0.5859,https://t.co/sVykJDh3Wc
90,"""Abdo never informed Fernández about Iranians or terrorists,"" they say in Argentina",1,0,Asuncion,0.0,
91,"So 1991 the colors, love!
PS: I had to look at the one in the back twice hahahahahaha https://t.co/w99usVO0eq",0,0,Asuncion,0.6696,https://t.co/w99usVO0eq
92,@gjazmolas I have no signal.... justito fell,0,0,Central,-0.296,
93,#AsunciónAlLimite https://t.co/SSfuhlXBhg,0,0,Asuncion,0.0,https://t.co/SSfuhlXBhg
94,This is you @ taladrog84 🥰😍 https://t.co/Y4eVycmgLa,1,0,Central,0.0,https://t.co/Y4eVycmgLa
95,"NOW The Constitutional Chamber of the Court processed the unconstitutionality action brought by deputy Miguel Cuevas.

This would prevent him from starting his oral trial today for alleged illicit enrichment and false statement @ABCCardinal @ABCTVpy # 730AM https://t.co/U5RWHpTNKP",3,3,Central,0.0258,https://t.co/U5RWHpTNKP
96,@BOzuna14 PLEASE have us al so much,0,0,Asuncion,0.4648,
97,For work reasons... I won't be able to go😔😟...if someone wants 50 for milk...let me know🔵🔴💪🏻 https://t.co/wm4dEJaKGZ,0,1,Central,0.0,https://t.co/wm4dEJaKGZ
98,13 years without Brix marks,14,1,Asuncion,0.0,
99,Che forzapaite this martes cha'a,1,1,Central,0.0,
100,"Just posted a photo in Asuncion, Paraguay https://t.co/GI97iDqrPT",0,0,Asuncion,0.0,https://t.co/GI97iDqrPT
101,3 movies with Diego Peretti to watch on Netflix https://t.co/X5zi2cQ6Tc via @indiehoy,1,0,Asuncion,0.0,https://t.co/X5zi2cQ6Tc
102,"Single Family Home - Fifth House in San Bernardino, Paraguay https://t.co/mnyVF9z6OS",0,0,Cordillera,0.0,https://t.co/mnyVF9z6OS
103,@tangerine311 @hashvl He didn't let me. 15 days ago I bought,0,0,Asuncion,0.0,
104,The 4 fundamental virtues of Stoicism and how to bring them to daily life https://t.co/VS6oBSvATW,0,0,Asuncion,0.3612,https://t.co/VS6oBSvATW
105,Your kp the one that opens umbrellas 😂😂😂😂🤡🤡🤡🤡 https://t.co/uy9EOiuQ7Q,2,0,Villarrica,0.0,https://t.co/uy9EOiuQ7Q
106,@PGuillermoSerra Amen,0,0,Asuncion,0.0,
107,"The worst punishment they could give me was having to live the rest of my life without my best friend and sister, every day that passes I miss my Angel more❤ 5 months of the worst day of my life https://t.co/iowCotM8gZ",1,0,Caaguazu,-0.9583,https://t.co/iowCotM8gZ
108,https://t.co/9NSs2iFhDh,1,0,Asuncion,0.0,https://t.co/9NSs2iFhDh
109,Esss!!! https://t.co/Xlgv4nqKWr,0,0,Neembucu,0.0,https://t.co/Xlgv4nqKWr
110,@fastlovestudios @w3stdao @YOMI_WEB3 @afonsolizardo Done!!!!,2,0,Asuncion,0.0,
111,@nenechopy can't you give these people a fucking fine?? Look what they are doing!!!!! https://t.co/LfghBR3FKI,0,1,Central,0.5605,https://t.co/LfghBR3FKI
112,"The Lord has heard my prayer, The Lord has received my prayer. All my enemies will be ashamed and greatly dismayed; They will suddenly turn and be ashamed 🙏 Psalms cap 6 vs 9 to 10. God bless you, protect you, keep you and your family on this day!! 🙏❤️",0,0,Encarnacion,-0.7702,
113,What a beautiful thing https://t.co/BiEjuu06SZ,0,0,Central,0.5994,https://t.co/BiEjuu06SZ
114,"@nenechopy The truth! You did much more in your ""provisional"" period now that you are here to ""stay"" longer, the super energetic and proactive Nenecho is over... and answering Asunción makes it weird, it's bad, but you promised us miracles in the short term...",0,0,Central,0.784,
115,@LauriiEspinola Ami I really like it,0,0,Central,0.4201,
116,@asu_transito @antoniomaluge Great job what these scoundrels do,0,1,Central,0.6249,
117,"Turning on the radio and listening to Human is an excellent sign @GuillDomaniczky
Let the Olimpia tango sound in honor of Marquito",3,0,Central,0.7845,
118,Out of nowhere I became a teacher's assistant lol https://t.co/Lc9BjIqU4s,0,0,"San Alberto, Capital del Agro",0.4215,https://t.co/Lc9BjIqU4s
119,@UrutauRefugio how did Tiguesito wake up?🥺,0,0,Central,0.0,
120,"The Public Prosecutor's Office together with the National Police, the Anti-Narcotics Department and the GEO special group are carrying out a search at the Pedro Juan Caballero prison at this time for a general cart of objects and drugs. https://t.co/zYaJHjkxOo",1,1,Pedro Juan Caballero,-0.1531,https://t.co/zYaJHjkxOo
121,"Difficult access stretch in APS, but with beautiful scenery and communities with super noble and hardworking people.🧡

HIGH ZONE - CAAZAPÁ. https://t.co/5yn9WpGtlE",1,0,Caazapa,0.9428,https://t.co/5yn9WpGtlE
122,@UrutauRefugio 💪🏼💪🏼,1,0,Asuncion,0.0,
123,@nenechopy @MAURICIO1905LM I exclaim the mayor of Asuncion,0,0,Asuncion,0.0,
124,@alkrajocom @FloreeFrancisco @arturiano30 @CruzAzul 🤣🤣🤣🤣,0,0,Central,0.0,
125,@GadytaBrizuela My informant in group 01 was crazy... when I tell Coke he's going to be very happy (he already follows the club in all disciplines),1,0,Central,0.6115,
126,"The prophets, especially Isaiah, Ezekiel and Jeremiah, make a denunciation against the relativization of sin, the joke with the world. In Lamentations of Jeremiah we see the account of the spiritual apostasy that comes alive in the flesh. The warning is set, let us hear what the Holy Spirit says.",0,0,Alto Parana,-0.5267,
127,@ Nathali 205 Ray Lamp,0,0,Central,0.0,
128,@SantiPenap Let's see your ability now how are you going to do in the pyos government 🇵🇾🤣🙆‍♂️,0,0,Central,0.3182,
129,@elonmusk Happy Birthday!!,1,0,Central,0.6467,
130,@MirthaBentez2 @michaelwalde https://t.co/suvnagcvVX,0,0,Puerto Presidente Stroessner,0.0,https://t.co/suvnagcvVX
131,@PrabhatPacua This @SantiPenap is a vyro to debate with someone who doesn't show up.,0,0,Asuncion,0.0,
132,"@VaeskenFredy @fastidioso_el No...why congratulations? I regret having voted for him, you don't know how much it is the biggest disappointment of my life",0,0,Asuncion,-0.296,
133,@dreliasmoran Amen!,0,0,Central,0.0,
134,Me here 😅 https://t.co/f81pu8GeaZ,2,0,Central,0.0,https://t.co/f81pu8GeaZ
135,"@ElLauchaOkey HAVING SUCH A LIKE..""""HUMAN BAD"""" IS GARBAGE. ASCO DA SALWE",0,0,Central,0.0,
136,Play #ElMasGanadorDelSiglo 🤍🖤 https://t.co/uSxN2hGo1R,6,2,Asuncion,0.34,https://t.co/uSxN2hGo1R
137,@lodetutu @miladekid @gacabral @medicenmariaeu Hahahahahahahahahaha always courtesy 🤷‍♀️,0,0,Central,0.3612,
138,"@ParlamentoAgro And so many more things that we know about these people... they are Scoundrels, they must be in prison! Marta Díaz Gonçalves has a Prison and she is invading for you to see...!!!
Where the innocent pays and bandit enjoys!
Thank you Paraguay 🇱🇺",2,0,Puerto Presidente Stroessner,0.4153,
139,"It's hard for me to diet because I love to cook, and now I watch videos of @GianniJew and I'm already trying to do it, yesterday I made Anna Pau the rice balls, only I added cheese in the middle and it was delicious! Today I am going to try to make the buns, for them, for snack!",0,0,Central,0.8436,
140,Someday 😌 https://t.co/Bwm5XN9PGb,0,0,Paraguari,0.0,https://t.co/Bwm5XN9PGb
141,NERVE. IT HAS THE TUPÉ. DENY. THE GARBAGE WHAT WAS https://t.co/l60NAMtIHF,0,0,Central,-0.4824,https://t.co/l60NAMtIHF
142,"@JAMPatotero Yerba with natural herbs, cheers!
🧉",0,0,Asuncion,0.7088,
143,It was about time yisus https://t.co/gWLhkZ2nmU,1,0,Asuncion,0.0,https://t.co/gWLhkZ2nmU
144,"@alilzeta HAHAHAHAHAHAHAHAHA mueee
Most likely, the other was going to write to you again, that's why the block",0,0,Asuncion,-0.4404,
145,"Good day world,
The means that allows openness are difficulties, it is an ingredient that man cannot ignore to allow God to operate in the heart of man.",0,0,Asuncion,0.6852,
146,"@ivannyma That's right, unfortunately it was the woman in the process, it's the most painful.",1,0,Central,-0.6801,
147,"Instagram won't let me upload stories from the camera through the app, only recent files, anyone else???",0,0,Central,0.0,
148,"@ElEscptico2 Of course, for Argentines it is more difficult, but for a foreigner who carries dollars, it is a little more accessible.",1,0,Central,-0.2255,
149,Big Bad Educated https://t.co/Vx7d3OosJ5,1,1,Puerto Presidente Stroessner,-0.5423,https://t.co/Vx7d3OosJ5
150,@anymec_ @LaucApl Me too!!! 😣,0,0,Central,0.0,
151,1% each day,2,2,Asuncion,0.0,
152,"Jewels of the wildlife 😂😂..... keep it !!!

@PressHonor
@Telefuture
@npyoofficial
@TelefutureInfo
@AM_1080 https://t.co/mHQnJlTfej",0,0,Central,0.5962,https://t.co/mHQnJlTfej
153,I love this weather ❤😍,0,0,Central,0.6369,
154,@ortigozaMarc @titovalarcon Thank you Justiniano!!,0,0,Asuncion,0.4738,
155,"Today he plays in 🇧🇷Brazil Sport_Lavandery,
question, very serious,

Why didn't Uncle Hori travel???✈✈✈ @Horacio_Cartes
🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤭🤭🤭🤭🤭",3,3,Asuncion,0.2375,
156,@SOLINGRIDma What a nice mix. Privileged. 🌻 Greetings,0,0,Asuncion,0.8176,
157,@LowDota @Cristianpitufo2 @jualtorres I'm not sure what to do,0,0,Asuncion,-0.2411,
158,"@agto1958 @IgnacioPidal8A @MaritoAbdo @Rocio_La_Negra @vanev87 @sergioauad1 figureti doesn't walk like a pyrague paraveste country, he's never aware of anything, he should leave that charge to people who still do things well, Marito throw this useless",0,0,Asuncion,-0.5362,
159,@MilvaGauto I hope it goes away once and for all,0,0,Asuncion,0.4404,
160,@jmjoa013 @jualtorres She looks crazy!,0,0,Asuncion,-0.4003,
161,@ramirez_machuca @terereallday @solenu @clubecouna @martinburt,0,0,Asuncion,0.0,
162,I really loved you but I had to leave my ❤️ at the cemetery.,0,0,Itapua,0.3174,
163,The manipulator... https://t.co/o8Bhv5ljyq,0,0,Central,0.0,https://t.co/o8Bhv5ljyq
164,https://t.co/gsuSJXUGeE,0,0,Asuncion,0.0,https://t.co/gsuSJXUGeE
165,Mood https://t.co/uayCOCFMDs,3,2,Asuncion,0.0,https://t.co/uayCOCFMDs
166,"@AM_1080 We still have to put up with him for a year and a half, how helpless. https://t.co/Yji0zP8n7z",0,0,Asuncion,-0.4588,https://t.co/Yji0zP8n7z
167,I'm living the life I always dreamed of 😍😍😍,0,1,Central,0.0,
168,"@MChMahur @desimasi2 Not only journalists, the troll army, hurreros, friends and other relatives, try to involve FG, HV, CEP, there is the FBI, SEPRELAB, I was the area",0,0,Asuncion,0.4767,
169,@ramirez_machuca @legislabPy It is the great challenge of the opposition.,0,0,Asuncion,0.6597,
170,🤣🤣🤣🤣🤣🤣🤣 https://t.co/UMpSuDVhf9,0,0,Asuncion,0.0,https://t.co/UMpSuDVhf9
171,"I forgot to buy milk and now I'm eating bread in the dry, good morning.",0,0,Central,0.4404,
172,"It is a Center focused on comprehensive care for women, from infancy to old age.

WE SERVE THE FOLLOWING SPECIALTIES:
GYNECOLOGY AND OBSETRICS
GYNECOLOGICAL ENDOSCOPY
LOWER GENITAL TRACT
GYNECOLOGICAL AND REPRODUCTIVE ENDOCRINOLOGY
CLIMATERIA AND MENOPAUSE https://t.co/J01zFU7jJj",0,0,Centro Médico Especializado para la mujer  -Clínic Center,0.595,https://t.co/J01zFU7jJj
173,"The hate I have of programming myself to do something one way and having to change it at the last minute is not yet written
People are too stupid
Teacher asked questions and wants the answers and animals don't know how to do this simple function pqp",0,0,Puerto Presidente Stroessner,-0.7964,
174,@carmensarubbi He's an asshole!!!,0,0,Asuncion,0.0,
175,@thamiurunaga @rockandpop955 aannndejaragraciaaa🤤🤤🤤,1,0,Asuncion,0.0,
176,Astral  he’i  😆,0,0,Presidente Hayes,0.0,
177,"@SaraMorenoPy @mora_federico are votes of these unpresentable 1 single example gang of 15/17 people cleaning blocks could be only 4 and the rest give another activity to fix the sidewalks of the city they are all broken and a danger to people, B Worker, tacumbu saxony they are abandoned full of dirt",2,1,Asuncion,-0.9153,
178,Beautiful thing life brought me ✨,1,0,Asuncion,0.5994,
179,https://t.co/bttLDjnCLc https://t.co/243VDwhOZh,0,0,Concepcion,0.0,https://t.co/bttLDjnCLc
180,@solepresidenta @solenu Mareada 😵 😵 it seems we are watching tennis 😅 😅,1,0,Central,0.0,
181,"@LaNacionPy ""I went outside""",0,0,Asuncion,0.0,
182,I'm such a fan of Van Gogh 🫶🏾,0,0,Central,0.3182,
183,"@nenechopy Labura Nenecho, talk to work like you did to get people to vote for you",3,0,Central,0.3612,
184,"@Mariano31975056 That is according to your perception, but it would never be comparable with Marito, who is a donkey with money, to a person educated with university degrees who has occupied preponderant positions and has performed with such efficiency that you do not like him, that is another matter",0,0,Asuncion,0.1864,
185,Beautiful St. John's Day @FRepublicanaPy @HVelazquezPy @BrunettiJuanMa @MaritoAbdo https://t.co/ke1YXxWpVA,28,10,Central,0.5994,https://t.co/ke1YXxWpVA
186,Left eye is blinking! Break ball...,0,0,Central,0.0,
187,"@KattyaGonzalez9 @solenu This: admirable women admiring and supporting each other, true sorority 🙏",1,0,Asuncion,0.8979,
188,"We used to fight at Christmas and each one had dinner in his room, so don't expect anything from me. https://t.co/jc6cZHnRHp",0,1,Presidente Hayes,-0.3818,https://t.co/jc6cZHnRHp
189,"@AsuncionMuni Guillermo Arias Street near Testanova and Dr Paiva was resurfaced without @EssapSA solving the problem. Guillermo Arias to Díaz de Solís a chaos with water losses, chaotic.",0,0,Asuncion,-0.9237,
190,#tbt Tuesday...🚩🚩😂 https://t.co/jAZrOFxUha,0,0,Central,0.0,https://t.co/jAZrOFxUha
191,"The Sen. Fernando @lugo_py, will receive today in Honduras a distinction from the government of this country, for his role in “supporting democracy and the resistance of the Honduran people against the 2009 coup that overthrew Gov. democratic of the Pdte. @manuelzr” https://t.co/a2PIHSznfn",9,3,Asuncion,0.0,https://t.co/a2PIHSznfn
192,"When everyone goes to school, nursery and husband to work, my new routine is to turn off all the lights in the house, even the ones in the patio, plus the TV, I don't know why they need to turn them all on and leave them on!",0,0,Central,-0.126,
193,https://t.co/QLPzYDyHPY,0,0,Presidente Hayes,0.0,https://t.co/QLPzYDyHPY
194,@riarriola @solenu @clubecouna A luxury 👏🏻👏🏻👏🏻👏🏻,2,0,Asuncion,0.0,
195,First of all good morning,0,0,Asuncion,0.4404,
196,@CruzAzul And it's not in the selection?,0,0,Central,0.0,
197,I'm so scared of losing my grandma 😭😭😭😭😭😭😭,1,0,Alto Parana,-0.7233,
198,"@liligonzalez00 @desimasi2 @LaisGarcete And for that he is paid, to denounce the corrupt, to present laws that benefit the country and its inhabitants, not for the benefit of your #ElPatrao and his henchmen (who, according to me, do not deserve any respect)",0,0,Asuncion,0.5574,
199,@tanquesalinas Molas López,2,0,Asuncion,0.0,
200,I confirm! https://t.co/FWWe5g418o,0,0,Central,0.0,https://t.co/FWWe5g418o
201,@FloreeFrancisco @arturiano30 @CruzAzul He retires then...,2,1,Central,0.0,
202,Today Rafa plays 😍,0,0,Concepcion,0.25,
203,"It is not the structure of the state. A ministry of public health and social welfare is wonderful, obey the constitution, and it is wonderful. Everyone falls into the trap of destabilizing and weakening the State for change. With NGO anarchy nothing is built.",1,0,Central,0.5859,
204,"@shimmy_1977 A thrust, it hurt less...😑",1,0,Central,-0.5267,
205,"@CelesteDiputada Deputy, did you ever go to a psychologist in your life?",0,0,Central,0.0,
206,"@solepresidenta @solenu I don't like your body language, it doesn't say the same as your mouth",1,0,Presidente Hayes,-0.2755,
207,This is real ? Who happened to it and what does it feel like? https://t.co/5NE7Zx6Kr5,0,0,Asuncion,0.4329,https://t.co/5NE7Zx6Kr5
208,@VVaesken @Cienciaymas_ @ZoraidaPalacios Asiete 🤣,2,0,Asuncion,0.0,
209,"Caacupeña, Andean, national and world news accompanied by very good music, with the style of @SalvadorHicar in Caacupé City, until 11:00.

Radio City FM 101.7
Available on Google Play

https://t.co/7qlvCBzprW",2,2,Cordillera,0.6801,https://t.co/7qlvCBzprW
210,@prayer_miracle Amen,0,0,Central,0.0,
