,text,likes,retweets,city,sentiment_analysis,url
73,@JustinTrudeau @ZelenskyyUa Bangladesh is our Homeland please sir work permit VISA  because angry,0,0,Bangladesh,-0.25,
74,@JasmineRcci even I like Donald Trump 😔,1,0,Dhaka,0.3612,
75,@MdAjMunnaBhai told the truth brother,0,0,Dhaka,0.3182,
76,@ mahmudofficial7 hokKhokonZia Brother seems to have fallen into the hands of robbers.,1,0,Chittagong,-0.3612,
77,@Foziara54265158 Beautiful,1,0,Chittagong,0.5994,
78,@NintendudeSSB can i join you😔,0,0,Rajshahi,0.296,
79,afrenfatema Walaikum Assalam Warahmatullahi Wabarakatuhu. G Alhamdulillah I am fine. God bless you too.,1,0,Chittagong,0.6908,
80,#TECHDOGE https://t.co/WxS71OgrXJ,0,0,Dhaka,0.0,https://t.co/WxS71OgrXJ
81,"@ Nazrul2822010 Hmmm, everything can go viral",0,0,Dhaka,0.0,
82,"@SpiritMaster_io It’s a great project and i wish it Will be success and i wish for me 

@AidaCorteze 
@catiesgamer 
@_yassser19",0,0,Dhaka,0.9217,
83,3/4/2004 https://t.co/h5TXrGl7HH,0,0,Dhaka,0.0,https://t.co/h5TXrGl7HH
84,#TECHDOGE,0,0,Dhaka,0.0,
85,ভাই MonMon88671419 No brother don't eat now. It's been 2 decades since I quit smoking.,0,0,Dhaka,-0.296,
86,OnMoniPalit Guide yourself in the way of Allah.,1,0,Chittagong,0.0,
87,@ maheen780 @ Aaf09876 @ nadia8272 @ Israkhan121 @ mahira2885 @ BibiFozia121 @ Fatima098Noor @ DrSaraKhan8 @HummaShahzadi @ IsraKha59768222 @ madiha690 https://,0,0,Mymensingh,0.0,
88,@u_army_hobi Mashallaha 💜 💜,0,0,Rangpur,0.0,
89,@neibazaheM @zahid8357 Beauty Queen,0,0,Dacca,0.5859,
90,4/3/2004 https://t.co/PvtjRY3g0a,1,0,Dhaka,0.0,https://t.co/PvtjRY3g0a
91,@narendramodi @BorisJohnson Two devils are seen.,0,0,Chittagong,-0.5719,
92,@SonaBab20270420 💞💞💞💞💞,0,0,Dhaka,0.0,
93,@ MDTOFAZ91344096 Thank you brother,0,0,Dhaka,0.3612,
94,@ pothiksumon3 Good night,1,0,Dhaka,0.4404,
95,@juniorsilk108 @sharmi454545 👌👌👌👌,0,0,Dhaka,0.0,
96,@TECHDOGEAPP https://t.co/yhUqc1xRq2,0,0,Dhaka,0.0,https://t.co/yhUqc1xRq2
97,"The tradition of rural Bengal !!
 
The shepherd with a herd of cattle
Goes to the field !!

Location: Deula Village, Tanore, Rajshahi, Bangladesh https://t.co/xGq7SUKW62",1,0,Rajshahi,0.0,https://t.co/xGq7SUKW62
98,"@ pothiksumon3 He made a mistake; Why should I wrap myself up ..?
Time will return to its previous place InshaAllah.",1,0,Dhaka,-0.34,
99,"@TECHDOGEAPP
#TECHDOGE 
I think it's a very good project and it will be successful. Good luck. It will go to the moon.
@shohidul5050 @alamgirt43 @Emdadul99875535",0,0,Dhaka,0.9168,
100,@deviouslexa nice,0,0,Chittagong,0.4215,
101,https://t.co/iAIXicEbKH,0,0,implode impressions ltd.,0.0,https://t.co/iAIXicEbKH
102,"@ musfica3 It's an exaggeration. The Padma Bridge is our national asset, one that everyone must take care of.",0,0,Chittagong,0.6908,
103,10/04/2003 https://t.co/iiIWaC0IYr,1,0,Dhaka,0.0,https://t.co/iiIWaC0IYr
104,@SumaiyaMaimuna Hmm,0,0,Dhaka,0.0,
105,@swernasusmija 💦💦💙💋💋,0,0,Dhaka,0.0,
106,"@fredfertang @DrNaumanNiaz Was the greatest cricketing side. You don’t have to see to believe everything.
They were like 

say the Brazil 🇧🇷 of old… so many stars…
So many match winners! https://t.co/pqHqqbZOaA",1,0,Dhaka,0.8848,https://t.co/pqHqqbZOaA
107,NsEnsiaFatema Let the Zionist Israel perish.,0,0,Srimangal Train Station,0.0,
108,https://t.co/lslNUR3lft,1,0,Dhaka,0.0,https://t.co/lslNUR3lft
109,@criptoswap I think it's a very good project and it will be successful. Good luck. It will go to the moon.,0,0,Dhaka,0.9168,
110,@Tweets_Ummah It has been possible to build the Padma Bridge because Allah has given the ability.,0,0,Chittagong,0.3182,
111,https://t.co/avl3fhYxP1,0,0,Dhaka,0.0,https://t.co/avl3fhYxP1
112,@Lilyroase nice,0,0,Chittagong,0.4215,
113,Don't miss that😅 https://t.co/Ew8x1K0x38,0,0,Chittagong,0.1139,https://t.co/Ew8x1K0x38
114,@albd1971 @WorldBank That's why i love the bd awamilige and prime minister,0,0,Dhaka,0.6369,
115,@mu37177478 👌👌👌👌👌👌👌🍆🍆,0,0,Dhaka,0.0,
116,বাংলাProthomAlo Joy Bangla Joy Bangabandhu. May Bangladesh live forever.,0,0,Dhaka,0.8225,
117,রaparna_akter Good night,0,0,Dhaka,0.4404,
118,#padambridge #padma #bangladeshhattap:://t.co/havboxcoloro,1,1,Khulna,0.0,
119,আমাকে Rebeka_Sultana2 Give it to me,0,0,Dacca,0.0,
120,Replying to @mw37177478 👌👌👌,0,0,Dhaka,0.0,
121,"Hey I joined a network called All4gyt and earned $25.00! 

You get paid for testing out new free apps and posting on social media. 
Sign up with my link for an instant $25 signup bonus! 

https://t.co/EQ8pYRQc2O 

Till now it's true and ok everything. So you can also try it now.",0,0,Khulna,0.9078,https://t.co/EQ8pYRQc2O
122,@IvahVess lovely,0,0,Dacca,0.5859,
123,Replying to @mw37177478 👌👌👌,0,0,Dhaka,0.0,
124,@IvahVess pretty,0,0,Dacca,0.4939,
125,#Padumbridge #Bangladesh #PadmaHattap:://t.co/6rleojeev3j,1,1,Khulna,0.0,
126,#Dhaka https://t.co/JMo1tV4chr,0,0,Dhaka,0.0,https://t.co/JMo1tV4chr
127,Replying to @mw37177478 👌👌👌,0,0,Dhaka,0.0,
128,"Alhamdulillah ..
Directed by Shaykh Ahmadullah
The As-Sunnah Foundation has so far distributed relief worth Tk 8 crore 45 lakh 95 thousand 246.
Dear Shaykh
I wish you a long life. https://t.co/T50AexUpmR",0,0,Chittagong,0.8612,https://t.co/T50AexUpmR
129,https://t.co/qhBizTufNV,1,0,Khulna,0.0,https://t.co/qhBizTufNV
130,@imKeyaPayel hello,0,0,Chittagong,0.0,
131,@junggukblck Oh I will read it for sure after my exam 😅,0,0,Dhaka,0.3182,
132,Police have arrested a Noakhali BNP leader named Abul Kalam Azad on charges of insulting the Padma Bridge on Facebook.,0,0,Dhaka,-0.8126,
133,@Iqra4885 01714605368📞,0,0,Barisal,0.0,
134,"@ Asif_2024 Traffic is prohibited, but not crossing",1,0,Dhaka,0.0,
135,@mu37177478 👌👌👌👌👌,0,0,Dhaka,0.0,
136,@__ bangtan4life_ Mine https://t.co/CeimGPeArI,0,0,Dhaka,0.0,https://t.co/CeimGPeArI
137,I was thinking a little: https://t.co/USUMDh4ZFg,0,0,Zia Park,0.0,https://t.co/USUMDh4ZFg
138,https://t.co/qm5e2De2X8,0,0,Chittagong,0.0,https://t.co/qm5e2De2X8
139,Dear brother's wedding https://t.co/0YIadmEfYY,1,0,Chittagong,0.3818,https://t.co/0YIadmEfYY
140,@thedeadarmynft Nicely,0,0,Dhaka,0.4404,
141,@junggukblck Ohh I only read BTS FF 😅😅😅so didn't know about it 🙂,0,0,Dhaka,0.5473,
142,@Lena58265425 @BabeCollect https://t.co/De5usV5EXa,0,0,Dhaka,0.0,https://t.co/De5usV5EXa
143,Congratulations and best wishes to every leader and staff of Bangladesh Awami League on the 63rd founding anniversary of Bangladesh Awami League. https://t.co/4sOqLF4LGV,0,0,Khulna,0.8658,https://t.co/4sOqLF4LGV
144,"""Ability comes from the heart, no one can give it except the Creator""",0,0,Rajshahi,0.0258,
145,@_ItsMeNur Elegant https://t.co/kteNgi1MmY,0,0,Dhaka,0.4767,https://t.co/kteNgi1MmY
146,@Lena58265425 @BabeCollect https://t.co/QWeFHPagT9,0,0,Dhaka,0.0,https://t.co/QWeFHPagT9
147,"Many human desires are unfulfilled. For example, I have to sit in a boat and see the moon in the night sky, count the stars in the sky, walk in the middle of the night in a secluded environment.",1,0,Dhaka,-0.4215,
148,#Tamim https://t.co/tKt4SHFQzQ,0,0,Dhaka,0.0,https://t.co/tKt4SHFQzQ
149,@junggukblck DM this thing whatever it is.give me Link 😅,0,0,Dhaka,0.0,
150,@freakzz_nft Wow,0,0,Dhaka,0.5859,
151,@Lena58265425 @BabeCollect https://t.co/030JD3rzub,0,0,Dhaka,0.0,https://t.co/030JD3rzub
152,https://t.co/IochRwa28v,1,0,Dhaka,0.0,https://t.co/IochRwa28v
153,#suddenly_plan_ https://t.co/Z8YnrCO1dx,1,0,Dhaka,0.0,https://t.co/Z8YnrCO1dx
154,"SHN8999 @ hehehehoho_0
Here are two nocturnal talks",0,0,Dhaka,0.0,
155,@OsendpNutrition @MNForum @tanuja_rastogi @MartivanLiere @celiasfabrizio @martmwangi @ReedAtkin Wonderful,1,0,Dhaka,0.5719,
156,@mu37177478 👌👌👌👌👌👌,0,0,Dhaka,0.0,
157,"If you lose me, you will not only lose me, but also the hand of a pair of prayers; With one book love will be lost.",0,0,Dhaka,0.7543,
158,@NightmarePrjct Wow,0,0,Dhaka,0.5859,
159,Subscribe plz. TIKTOK funny video #Salim sahoriyar shamim https://t.co/r2TCS3FlK0 via @YouTube,0,0,Dhaka,0.4939,https://t.co/r2TCS3FlK0
160,@Living_Lou Nice 👍,0,0,Rajshahi,0.4215,
161,@mu37177478 👌👌👌👌👌,0,0,Dhaka,0.0,
162,"When the time comes, everything will be inshaAllah. https://t.co/UMHWfF0JrT",0,0,Dhaka,0.0,https://t.co/UMHWfF0JrT
163,@junggukblck Umm no🥲🥲🥲,0,0,Dhaka,0.0,
164,@_GoldenCircle_ @FamousFoxFed Nicely,1,0,Dhaka,0.4404,
165,"What kind of desire do people have in a hurry, like me,

I want to walk barefoot on the dewy grass in the early morning just before sunrise. Along with the chirping of birds, the smell of chatim flowers, the fragrance of hasnahena flowers, the scent of pink flowers of kadai tree.",1,0,Dhaka,0.6378,
166,@_hoeforhobi @junggukblck Ok 👌,0,0,Dhaka,0.296,
167,@junggukblck What's that I don't have any idea,0,0,Dhaka,0.0,
168,@_hoeforhobi @junggukblck Tell me your Wattpad channel name,0,0,Dhaka,0.0,
169,@junggukblck I really like werewolf FF.Please wrote about it if you want.,1,0,Dhaka,0.4754,
170,@_hoeforhobi @junggukblck Congratulations 🎉👏,1,0,Dhaka,0.5994,
171,@mu37177478 👌👌👌👌👌👌👌,0,0,Dhaka,0.0,
172,https://t.co/avXMAIYh0k,0,0,Chittagong,0.0,https://t.co/avXMAIYh0k
173,Vasilis Magouliotis.💙,0,0,Narayanganj,0.0,
174,Replying to @mr37177478 😝😝😝😝😝😝,0,0,Dhaka,0.0,
175,#NewProfilePic https://t.co/M8XdBlFMKU,0,0,Rajshahi,0.0,https://t.co/M8XdBlFMKU
176,@jamila_go Nice...,1,1,Dhaka,0.0,
177,"In 2012, just a week after @worldbank backed out, #SheikhHasina promised to build the #PadmaBridge with country's own funds. With firm conviction, steadfastness and honesty, she made it possible. The bridge now stands tall.
👉https://t.co/JtpFkRq9PG
#Bangladesh #MyMoneyMyBridge https://t.co/L5HRCiUcV8",0,0,Rajshahi,0.7003,https://t.co/JtpFkRq9PG
178,Let everyone be a man like hugging and crying 🥺🖤 https://t.co/3iiSyxJlOu,2,0,Dhaka,0.296,https://t.co/3iiSyxJlOu
179,"@swaprol I think it's a very good project and it will be successful. Good luck. It will go to the moon.
@shohidul5050 @alamgirt43 @Emdadul99875535",0,0,Dhaka,0.9168,
180,❤ https://t.co/pnPeAudos0,1,0,Bangladesh,0.0,https://t.co/pnPeAudos0
181,"The #PadmaBridge will not just help the internal connectivity of #Bangladesh but will also improve trade and logistics with #India. It will play an important role in improving bilateral India-Bangladesh and subregional links: @ihcdhaka
👉https://t.co/rvSO425ZpM
@VDoraiswami https://t.co/TFU0vaADXv",1,0,Rajshahi,0.9046,https://t.co/rvSO425ZpM
182,"Surah: Yunus
Verse: 4 https://t.co/GJj72NlFZU",1,0,Bangladesh,0.0,https://t.co/GJj72NlFZU
183,"Good night precious @DarshanRavalDZ
Sleep tight. Time pe so jaana kaam khatam kar ke thik hain zyaada raat tak mat jaagna🤗 I am going to sleep now feeling so tired Apna acche se khyaal rakhna✨ Sending you lots of love and tight hugsss🫂. Imissyou&iloveyouyaarr<3🫂🏠💙",0,0,Chittagong,0.8205,
184,"In this world of two days, I am here today and not tomorrow.
So smile, open your mind, open your soul

Let the message of peace come with a smile
# Love_in_space_0718 #single #lovers #singlelife https://t.co/gtE8cSDkOc",0,0,Mymensingh,-0.0396,https://t.co/gtE8cSDkOc
185,@agraceharrison Yes u love,0,0,Chittagong,0.7845,
186,Many people in this country still need help https://t.co/PIIKMl2t0B,0,0,Dhaka,0.4019,https://t.co/PIIKMl2t0B
187,I visited Lalbagh Fort this afternoon https://t.co/NN4JwpGZRH,0,0,Dhaka,0.0,https://t.co/NN4JwpGZRH
188,@TNTbr He deserves the world tbh.🥺💙,0,0,Narayanganj,0.0,
189,@madiha690 yes come on,0,0,Dhaka,0.4019,
190,@Norastann Sho HOT,0,0,Dhaka,0.0,
191,"If you can't stand criticism,
Make laws, criticism is punishable !! It is up to you to legislate !! You are our Prime Minister with divine power !!",0,0,Dhaka,0.7704,
192,"❤Akij City❤

💖🍽Food Court🍽💖

💗Noapara💗 https://t.co/cl3yI64g3U",0,0,Khulna,0.0,https://t.co/cl3yI64g3U
193,"❤Akij City❤

💖🍽Food Court🍽💖

💗Noapara💗 https://t.co/eTRxgYVpth",0,0,Khulna,0.0,https://t.co/eTRxgYVpth
194,💚 https://t.co/FELHPogL8o,1,0,Bangladesh,0.0,https://t.co/FELHPogL8o
195,@letterboxd The Gray Man for @ChrisEvans only.💕,0,0,Narayanganj,0.0,
196,"❤Akij City❤

💖🍽Food Court🍽💖

💗Noapara💗 https://t.co/oetcB10f3e",0,0,Khulna,0.0,https://t.co/oetcB10f3e
197,@ sisofik718 Tik achev,0,0,Dhaka,0.0,
198,UsNusratJannati Even today I did not get the man of that imagination,0,0,Dhaka,0.0,
199,"❤Akij City❤

💖🍽Food Court🍽💖

💗Noapara💗 https://t.co/Ntnd4kqGfR",0,0,Khulna,0.0,https://t.co/Ntnd4kqGfR
200,"❤Akij City❤

💖🍽Food Court🍽💖

💗Noapara💗 https://t.co/cYPfuWTuXd",0,0,Khulna,0.0,https://t.co/cYPfuWTuXd
201,Ending does not mean ending. The word ‘END’ means ‘Effort Never Dies’ which means ‘Effort never dies’ https://t.co/oAw44cB6UG,1,0,Khulna,0.0,https://t.co/oAw44cB6UG
202,"❤Akij City❤

💖🍽Food Court🍽💖

💗Noapara💗 https://t.co/6quABBauG8",0,0,Khulna,0.0,https://t.co/6quABBauG8
203,RoProthomAlo Jayato Deshratna Manaskanya Sheikh Hasina Upper,1,0,Chittagong,0.0,
204,@neysa_alina75 ok i am here,1,0,Chittagong,0.296,
205,The Naogaon-Natore road was given before the inauguration. https://t.co/Tcs48X2k9S,0,0,Dhaka,0.0,https://t.co/Tcs48X2k9S
206,💯 https://t.co/2Y8rayNl4P,1,0,Bangladesh,0.0,https://t.co/2Y8rayNl4P
207,Man TamannaAhmeed1 @nafisakml,0,0,Chittagong,0.0,
208,কাজBayjidMiah AriphulaJ @ TamannaTrisha0 I work on an international project. This is an online platform. I need 10 serious minded people who can work with patience. Can work part time or full time. Work can be done from any country. Those who are interested can contact directly in the inbox,0,0,Rajshahi,0.34,
209,Happy #Pi2Day,0,0,Barisal,0.5719,
210,Love of love,1,0,Dhaka,0.8555,
211,Y SaiyaraTanjim24 God trust,0,0,Dhaka,0.6597,
212,@ heartha40817162 ripAriphulaJ @ TamannaTrisha0 I work on an international project. This is an online platform. I need 10 serious minded people who can work with patience. Can work part time or full time. Work can be done from any country. Those who are interested can contact directly in the inbox,0,0,Rajshahi,0.34,
213,#love-and love https://t.co/5yYMv8071q,1,0,Dhaka,0.6369,https://t.co/5yYMv8071q
214,@rachel4444 Good https://t.co/JzQFRturfD,2,0,Chittagong,0.4404,https://t.co/JzQFRturfD
215,"@riponphyAIGH That Ram Lagje, Mairi",0,0,Chittagong,0.0,
216,@souravact @uribabatv @amitbosemusic @IshaSarkar8 @DhiraniSanjiv,0,0,Dhaka,0.0,
217,💙💙 https://t.co/Dn93AdsDnu,1,0,Bangladesh,0.0,https://t.co/Dn93AdsDnu
218,@falseroxy Hell yeah!!!! https://t.co/rJFZOtYJAe,1,0,Narayanganj,-0.7762,https://t.co/rJFZOtYJAe
219,LeEleenaBiswas I like you as much as I see you.,0,0,Dhaka,0.3612,
220,My New car with my Friend Azizul Karim https://t.co/BUVuOr3uG0,1,0,Dewanhat Bridge,0.4939,https://t.co/BUVuOr3uG0
221,#rock_2021_rock #Its_RaihaN https://t.co/eJ8YRUWMWJ,1,0,Dhaka,0.0,https://t.co/eJ8YRUWMWJ
222,"Sura: Luqman
Verse: 33 https://t.co/J9xl8Z1SrO",1,0,Bangladesh,0.0,https://t.co/J9xl8Z1SrO
223,"Then I looked for a very good thing.!
I'm not that special to anyone;
As much as I thought

Good night 8",3,0,Dhaka,0.6282,
224,@mrPiyushMahajan @Stepnofficial @Barndog_Solana @CM_Gilgamesh I agree,1,0,Barisal,0.3612,
225,"England whitewashed world champions New Zealand

https://t.co/RlGoX5logl",0,0,Dhaka,0.5267,https://t.co/RlGoX5logl
226,@AfraMim5 💞💞💞💞💞💞💞💞,0,0,Dhaka,0.0,
227,"Hello #Jinbias R u still alive?👀
Please stay alive🙃 https://t.co/JsHH81m2Pv",0,0,Rajshahi,0.3182,https://t.co/JsHH81m2Pv
228,https://t.co/8gBGq3Rfxe,1,0,Dhaka,0.0,https://t.co/8gBGq3Rfxe
229,@AfraMim5 💞💞💞💞💞💞💞💞,0,0,Dhaka,0.0,
230,💚💙 https://t.co/3mmikctU5G,1,0,Bangladesh,0.0,https://t.co/3mmikctU5G
231,https://t.co/yZNlIRYTNd,1,0,Dhaka,0.0,https://t.co/yZNlIRYTNd
232,https://t.co/qTPQMwmljh,0,0,Kaptai,0.0,https://t.co/qTPQMwmljh
233,@MahshinRaz',2,1,Dhaka,0.0,
234,"England whitewashed New Zealand
https://t.co/RlGoX5logl https://t.co/H5ymKJwxDm",0,0,Dhaka,0.0,https://t.co/RlGoX5logl
